Number,City,Gender,Age,Income,Illness
20309,New York City,Male,58,99697,No
20310,New York City,Male,41,92209,No
20311,New York City,Male,61,101135,No
20312,New York City,Female,26,101985,Yes
20313,New York City,Female,59,85582,No
20314,New York City,Female,64,89170,No
20315,New York City,Male,65,88086,No
20316,New York City,Male,39,98450,No
20317,New York City,Female,50,85249,No
20318,New York City,Female,65,98593,No
20319,New York City,Male,40,100322,No
20320,New York City,Male,62,113764,No
20321,New York City,Male,63,102880,No
20322,New York City,Male,38,94773,No
20323,New York City,Male,46,108351,No
20324,New York City,Female,38,87473,No
20325,New York City,Male,25,99074,No
20326,New York City,Male,59,100489,No
20327,New York City,Male,35,83849,No
20328,New York City,Male,34,115196,No
20329,New York City,Female,37,83628,No
20330,New York City,Female,42,92408,No
20331,New York City,Male,56,98748,No
20332,New York City,Male,39,110502,Yes
20333,New York City,Male,32,116208,No
20334,New York City,Male,46,103455,No
20335,New York City,Male,29,91612,No
20336,New York City,Female,43,94276,No
20337,New York City,Male,45,109884,No
20338,New York City,Male,30,97074,No
20339,New York City,Male,56,72587,No
20340,New York City,Male,63,117725,No
20341,New York City,Female,42,82506,No
20342,New York City,Male,64,112027,No
20343,New York City,Male,40,108442,No
20344,New York City,Female,56,88011,No
20345,New York City,Male,61,97806,No
20346,New York City,Male,51,100884,No
20347,New York City,Male,28,105015,No
20348,New York City,Male,37,104990,No
20349,New York City,Female,26,88092,Yes
20350,New York City,Male,55,105151,No
20351,New York City,Male,39,102568,No
20352,New York City,Male,30,114548,No
20353,New York City,Female,58,101485,No
20354,New York City,Female,47,87751,Yes
20355,New York City,Female,58,82883,No
20356,New York City,Female,60,84457,No
20357,New York City,Male,47,85890,No
20358,New York City,Male,64,114337,No
20359,New York City,Female,39,96051,No
20360,New York City,Male,61,110390,No
20361,New York City,Male,56,103915,No
20362,New York City,Male,31,105938,No
20363,New York City,Male,34,93851,No
20364,New York City,Female,27,104560,No
20365,New York City,Male,60,94662,No
20366,New York City,Female,54,91074,No
20367,New York City,Female,46,100312,No
20368,New York City,Male,38,101821,No
20369,New York City,Female,43,86935,No
20370,New York City,Male,38,99007,No
20371,New York City,Female,30,91959,No
20372,New York City,Female,35,98024,No
20373,New York City,Male,36,110249,No
20374,New York City,Male,32,90275,No
20375,New York City,Male,45,95492,No
20376,New York City,Female,58,86639,No
20377,New York City,Female,27,74844,No
20378,New York City,Female,28,100321,No
20379,New York City,Female,61,85362,No
20380,New York City,Female,27,103098,No
20381,New York City,Female,44,75590,No
20382,New York City,Female,43,101139,No
20383,New York City,Female,33,97411,No
20384,New York City,Female,60,87502,No
20385,New York City,Female,54,85654,No
20386,New York City,Female,59,88667,No
20387,New York City,Male,52,117713,No
20388,New York City,Female,54,96033,Yes
20389,New York City,Male,35,100423,No
20390,New York City,Female,56,84751,No
20391,New York City,Female,48,93483,No
20392,New York City,Female,36,87022,No
20393,New York City,Female,48,101497,No
20394,New York City,Male,26,108997,No
20395,New York City,Male,64,109599,No
20396,New York City,Male,41,105467,No
20397,New York City,Male,52,103200,No
20398,New York City,Female,58,119643,No
20399,New York City,Male,37,88668,No
20400,New York City,Male,63,107535,No
20401,New York City,Female,31,98313,No
20402,New York City,Male,35,121945,No
20403,New York City,Male,53,93505,No
20404,New York City,Female,25,108524,No
20405,New York City,Female,39,98914,No
20406,New York City,Female,48,73644,No
20407,New York City,Female,27,90417,No
20408,New York City,Male,46,122725,No
20409,New York City,Female,59,85553,No
20410,New York City,Female,29,98739,No
20411,New York City,Male,35,81776,No
20412,New York City,Male,46,102005,No
20413,New York City,Male,38,97241,No
20414,New York City,Male,44,125063,No
20415,New York City,Female,62,90466,No
20416,New York City,Female,61,88684,No
20417,New York City,Female,34,85868,No
20418,New York City,Female,46,84043,No
20419,New York City,Male,57,110223,No
20420,New York City,Male,59,101645,No
20421,New York City,Female,46,86820,No
20422,New York City,Male,48,105360,No
20423,New York City,Female,41,89947,No
20424,New York City,Female,34,88881,No
20425,New York City,Male,34,100211,No
20426,New York City,Female,36,97402,No
20427,New York City,Female,34,80077,No
20428,New York City,Male,54,102966,No
20429,New York City,Female,34,72667,No
20430,New York City,Female,62,75286,No
20431,New York City,Male,27,114567,No
20432,New York City,Male,26,107263,No
20433,New York City,Male,57,87625,No
20434,New York City,Male,38,99226,No
20435,New York City,Male,32,100392,No
20436,New York City,Male,26,107224,No
20437,New York City,Female,35,83589,No
20438,New York City,Male,29,100337,No
20439,New York City,Male,44,95187,No
20440,New York City,Male,64,112213,Yes
20441,New York City,Female,25,76159,No
20442,New York City,Female,27,105824,No
20443,New York City,Female,32,96070,No
20444,New York City,Female,63,84250,No
20445,New York City,Male,62,87067,No
20446,New York City,Male,38,89393,No
20447,New York City,Female,63,79560,Yes
20448,New York City,Male,40,95265,No
20449,New York City,Female,37,76843,No
20450,New York City,Female,64,77933,No
20451,New York City,Female,42,102057,No
20452,New York City,Male,60,104364,No
20453,New York City,Male,64,120643,No
20454,New York City,Male,32,81580,No
20455,New York City,Male,61,106860,No
20456,New York City,Female,62,95303,No
20457,New York City,Male,30,118279,No
20458,New York City,Male,56,93843,No
20459,New York City,Female,31,94873,Yes
20460,New York City,Female,57,98286,No
20461,New York City,Male,52,106392,No
20462,New York City,Male,31,100992,No
20463,New York City,Male,35,109472,No
20464,New York City,Male,49,95992,No
20465,New York City,Male,51,103426,No
20466,New York City,Male,45,90699,No
20467,New York City,Male,32,81344,No
20468,New York City,Female,31,80639,No
20469,New York City,Male,46,113968,Yes
20470,New York City,Female,61,94686,Yes
20471,New York City,Male,63,105449,No
20472,New York City,Male,52,100878,No
20473,New York City,Male,26,110864,No
20474,New York City,Female,58,86035,No
20475,New York City,Male,46,92003,No
20476,New York City,Female,37,97682,No
20477,New York City,Male,40,96417,No
20478,New York City,Female,42,90670,No
20479,New York City,Female,37,98941,No
20480,New York City,Female,52,105706,No
20481,New York City,Female,35,75814,No
20482,New York City,Male,64,126444,No
20483,New York City,Male,34,103344,No
20484,New York City,Female,57,84468,Yes
20485,New York City,Female,43,116276,No
20486,New York City,Female,63,85910,No
20487,New York City,Female,43,98353,No
20488,New York City,Female,62,73473,No
20489,New York City,Female,36,97657,No
20490,New York City,Male,43,107060,No
20491,New York City,Male,35,93293,No
20492,New York City,Male,31,111513,Yes
20493,New York City,Female,54,96888,No
20494,New York City,Female,40,111245,No
20495,New York City,Male,50,76536,No
20496,New York City,Male,57,93913,No
20497,New York City,Male,41,91405,No
20498,New York City,Female,45,87946,No
20499,New York City,Female,52,114147,No
20500,New York City,Male,42,110166,No
20501,New York City,Male,30,99849,Yes
20502,New York City,Male,37,121413,Yes
20503,New York City,Female,47,102062,No
20504,New York City,Male,63,97150,No
20505,New York City,Male,32,92977,No
20506,New York City,Male,58,92498,Yes
20507,New York City,Female,59,82129,No
20508,New York City,Male,49,113896,No
20509,New York City,Male,64,104114,No
20510,New York City,Male,27,87858,No
20511,New York City,Male,51,97256,No
20512,New York City,Male,35,86256,No
20513,New York City,Male,29,101633,Yes
20514,New York City,Female,28,93508,No
20515,New York City,Male,27,97804,No
20516,New York City,Female,27,90017,No
20517,New York City,Female,26,88726,Yes
20518,New York City,Male,47,107623,No
20519,New York City,Male,46,104819,No
20520,New York City,Male,60,115639,No
20521,New York City,Male,28,125561,No
20522,New York City,Male,51,101568,No
20523,New York City,Female,29,72586,No
20524,New York City,Female,62,87004,No
20525,New York City,Male,37,91062,No
20526,New York City,Female,55,90113,No
20527,New York City,Male,27,94550,No
20528,New York City,Male,42,124805,No
20529,New York City,Female,50,100266,Yes
20530,New York City,Male,45,104988,No
20531,New York City,Female,40,89599,Yes
20532,New York City,Female,58,89958,No
20533,New York City,Female,56,88609,No
20534,New York City,Male,34,96740,No
20535,New York City,Male,32,109771,No
20536,New York City,Male,51,87527,No
20537,New York City,Female,40,101722,No
20538,New York City,Female,26,91430,No
20539,New York City,Female,40,77915,No
20540,New York City,Female,50,86095,No
20541,New York City,Male,40,96189,No
20542,New York City,Female,63,96056,No
20543,New York City,Male,50,96526,No
20544,New York City,Male,47,95253,Yes
20545,New York City,Male,32,110466,No
20546,New York City,Female,52,88529,No
20547,New York City,Male,63,93956,Yes
20548,New York City,Male,39,99713,No
20549,New York City,Female,41,83355,No
20550,New York City,Female,50,86076,No
20551,New York City,Female,55,82643,No
20552,New York City,Male,55,100400,No
20553,New York City,Female,55,97569,No
20554,New York City,Female,60,84230,No
20555,New York City,Male,55,90008,No
20556,New York City,Male,30,103248,No
20557,New York City,Female,40,93115,No
20558,New York City,Male,31,97847,No
20559,New York City,Female,54,98047,No
20560,New York City,Female,50,95263,No
20561,New York City,Male,26,91303,No
20562,New York City,Male,53,94270,No
20563,New York City,Male,36,103298,No
20564,New York City,Female,49,85089,No
20565,New York City,Female,32,107031,No
20566,New York City,Female,42,91803,No
20567,New York City,Female,49,80931,No
20568,New York City,Female,64,86075,No
20569,New York City,Female,42,82707,No
20570,New York City,Female,56,72382,No
20571,New York City,Female,33,85785,No
20572,New York City,Female,25,90392,No
20573,New York City,Female,52,86321,No
20574,New York City,Male,29,87815,No
20575,New York City,Male,28,102611,No
20576,New York City,Female,53,98583,No
20577,New York City,Female,32,84282,No
20578,New York City,Male,51,104102,No
20579,New York City,Male,37,102229,No
20580,New York City,Female,26,90958,No
20581,New York City,Female,57,100807,No
20582,New York City,Female,43,102101,No
20583,New York City,Female,31,97233,No
20584,New York City,Male,64,88103,No
20585,New York City,Male,50,115878,No
20586,New York City,Male,38,103980,No
20587,New York City,Male,30,85515,No
20588,New York City,Male,35,112936,No
20589,New York City,Male,30,107488,No
20590,New York City,Female,34,98534,No
20591,New York City,Male,59,97230,No
20592,New York City,Male,45,109228,No
20593,New York City,Male,44,97204,No
20594,New York City,Male,39,108024,No
20595,New York City,Female,42,81695,Yes
20596,New York City,Male,36,105587,No
20597,New York City,Male,50,102005,No
20598,New York City,Male,50,97385,No
20599,New York City,Female,33,89953,No
20600,New York City,Male,48,102682,No
20601,New York City,Male,54,101412,No
20602,New York City,Male,39,99022,No
20603,New York City,Female,60,100671,No
20604,New York City,Male,47,88954,No
20605,New York City,Female,47,81916,No
20606,New York City,Female,60,110083,No
20607,New York City,Male,49,113290,No
20608,New York City,Female,61,75625,No
20609,New York City,Female,34,88715,No
20610,New York City,Female,41,82646,No
20611,New York City,Female,58,113446,No
20612,New York City,Male,41,109860,No
20613,New York City,Female,39,88893,No
20614,New York City,Male,55,94409,No
20615,New York City,Male,65,99225,No
20616,New York City,Male,61,85284,No
20617,New York City,Female,55,91665,No
20618,New York City,Female,38,87640,No
20619,New York City,Male,51,92685,Yes
20620,New York City,Female,47,100266,No
20621,New York City,Male,46,103949,No
20622,New York City,Female,34,108096,No
20623,New York City,Male,40,109744,No
20624,New York City,Male,44,100382,No
20625,New York City,Male,26,107351,No
20626,New York City,Female,39,86719,No
20627,New York City,Female,56,75606,No
20628,New York City,Female,32,93388,No
20629,New York City,Female,59,91944,No
20630,New York City,Male,65,104050,No
20631,New York City,Female,35,83295,No
20632,New York City,Male,55,94105,No
20633,New York City,Male,53,87194,No
20634,New York City,Female,51,89635,No
20635,New York City,Female,46,91655,No
20636,New York City,Female,42,98467,No
20637,New York City,Male,46,104823,No
20638,New York City,Male,57,103560,No
20639,New York City,Female,44,92918,No
20640,New York City,Male,49,127162,No
20641,New York City,Male,40,103106,No
20642,New York City,Male,29,112617,No
20643,New York City,Female,41,105190,No
20644,New York City,Male,56,99935,No
20645,New York City,Male,63,106675,No
20646,New York City,Female,62,83676,No
20647,New York City,Male,54,103085,No
20648,New York City,Male,39,99215,No
20649,New York City,Female,48,85146,No
20650,New York City,Male,51,78414,No
20651,New York City,Female,61,100953,No
20652,New York City,Male,37,100887,No
20653,New York City,Male,57,100898,No
20654,New York City,Male,59,94293,No
20655,New York City,Male,33,90508,No
20656,New York City,Male,58,114835,No
20657,New York City,Male,54,113058,No
20658,New York City,Female,61,89972,No
20659,New York City,Female,61,104310,No
20660,New York City,Male,63,90670,No
20661,New York City,Male,41,90726,No
20662,New York City,Male,39,100613,No
20663,New York City,Female,41,84512,No
20664,New York City,Male,61,113352,No
20665,New York City,Male,52,124467,No
20666,New York City,Male,30,94738,No
20667,New York City,Male,61,103850,No
20668,New York City,Male,36,107080,No
20669,New York City,Male,42,99587,No
20670,New York City,Male,44,88230,No
20671,New York City,Male,62,113410,No
20672,New York City,Female,59,94663,No
20673,New York City,Female,49,78383,Yes
20674,New York City,Female,49,82677,No
20675,New York City,Male,29,106511,No
20676,New York City,Female,41,92375,No
20677,New York City,Female,35,98894,No
20678,New York City,Female,34,77376,No
20679,New York City,Female,40,93986,No
20680,New York City,Female,54,98654,No
20681,New York City,Female,42,91939,No
20682,New York City,Female,59,93944,No
20683,New York City,Male,36,124849,No
20684,New York City,Female,62,75482,No
20685,New York City,Male,41,117612,No
20686,New York City,Female,35,86776,No
20687,New York City,Female,40,101724,No
20688,New York City,Female,63,87058,No
20689,New York City,Male,25,94794,No
